gene_symbol,global_logFC,global_adjP,global_direction,n_dataset_tested,n_direction_consistent,direction_consistency,mean_auc,median_auc,min_auc,max_auc,n_auc_ge_070,n_auc_ge_075,n_auc_ge_080,n_wilcox_p_lt_005,immune_GO_keyword_hit,score_direction,score_auc,score_min_auc,score_logfc,score_p,score_go,priority_score,passes_screening
NFE2,1.04458314330671,5.51025806227084e-39,Up_in_Sepsis,6,6,1,0.828376944087478,0.915850906958978,0.550420168067227,0.992266666666667,4,4,4,4,FALSE,1,0.904488823904975,0.75383631713555,0.152288892360073,0.237080964804572,0,0.680973525076293,TRUE
CORO2A,0.789854476843066,9.86769702252139e-36,Up_in_Sepsis,6,6,1,0.841994443950942,0.860775350140056,0.619047619047619,0.973262032085562,5,5,4,5,FALSE,1,0.922426402120418,0.847826086956522,0.07602032765918,0.151798777237312,0,0.680484760552212,TRUE
MBOAT2,1.13804332926396,5.34994659951549e-30,Up_in_Sepsis,6,6,1,0.851011282389395,0.864196825396826,0.598412698412698,0.992857142857143,5,5,5,5,FALSE,1,0.934303783898823,0.819565217391304,0.180271900078034,0.0014720430908169,0,0.680413907099129,TRUE
QSOX1,0.770022283001912,5.2223590490184e-39,Up_in_Sepsis,6,6,1,0.84923682621275,0.889651162790698,0.561904761904762,0.999108734402852,5,5,4,5,FALSE,1,0.931966391075061,0.769565217391304,0.0700823506731835,0.237691937017963,0,0.679306246233988,TRUE
AMPD3,0.84514572231257,3.7843084210224e-39,Up_in_Sepsis,6,6,1,0.8446063978986,0.862707641196013,0.549206349206349,0.99108734402852,5,5,5,5,FALSE,1,0.925866984363929,0.752173913043478,0.0925751347448038,0.241359053171687,0,0.67860835779459,TRUE
NDUFAF1,0.852733575581814,5.88202127717688e-36,Up_in_Sepsis,6,6,1,0.826660842020623,0.813475777908063,0.609523809523809,0.999108734402852,5,4,4,5,FALSE,1,0.902228297717457,0.834782608695652,0.0948470214784032,0.157689256610576,0,0.675881859502403,TRUE
RSPH9,0.884279979337729,7.79608677368604e-38,Up_in_Sepsis,6,6,1,0.84103321443212,0.894302325581395,0.550793650793651,0.979500891265597,5,5,4,5,FALSE,1,0.921160227723521,0.754347826086956,0.104292361766721,0.206913951927246,0,0.675835491687833,TRUE
IL1R2,2.59760702850865,1.32878517988583e-46,Up_in_Sepsis,6,5,0.833333333333333,0.840145176210019,0.89516974789916,0.428571428571429,1,5,5,5,5,TRUE,0.5,0.919990464167292,0.58695652173913,0.617281326525161,0.436787950116804,1,0.675311611501512,TRUE
B3GNT8,0.981171763674744,1.32223934927429e-30,Up_in_Sepsis,6,6,1,0.834949166474201,0.853637873754153,0.621428571428571,0.961866666666667,5,5,4,5,FALSE,1,0.91314604838033,0.851086956521739,0.133302827786443,0.0173862598955763,0,0.673340908149884,TRUE
C1orf122,0.685182429819026,9.31370663655052e-32,Up_in_Sepsis,6,6,1,0.834071427979226,0.82530188261351,0.673015873015873,0.997326203208556,5,5,5,6,FALSE,1,0.911989852084081,0.921739130434783,0.0446803654097121,0.0475921459661372,0,0.673319094598512,TRUE
BMX,2.20707254874456,3.40913479278471e-43,Up_in_Sepsis,6,5,0.833333333333333,0.847103952692188,0.918571428571429,0.515873015873016,1,5,4,4,5,TRUE,0.5,0.929156874939036,0.706521739130435,0.500351007486773,0.347412232650946,1,0.669519197739387,TRUE
ANXA3,2.58678350044073,5.86451805407316e-54,Up_in_Sepsis,6,5,0.833333333333333,0.819071558132297,0.900235215946844,0.343650793650794,1,5,5,4,5,TRUE,0.5,0.892231354467155,0.470652173913043,0.614040643165097,0.629613342553285,1,0.668334663157196,TRUE
MKNK1,1.15267573559934,3.79512876843231e-32,Up_in_Sepsis,6,6,1,0.820743503828593,0.881048947951273,0.561904761904762,1,4,4,4,4,FALSE,1,0.894433715913822,0.769565217391305,0.184653003488234,0.0578137071943112,0,0.667244218625508,TRUE
EXOC6,0.881354834161301,5.8583270093548e-35,Up_in_Sepsis,6,6,1,0.828954770689107,0.848882392026578,0.568253968253968,0.987142857142857,5,5,4,5,FALSE,1,0.905249962878033,0.778260869565217,0.103416541124918,0.131519093227345,0,0.666978509789665,TRUE
SIL1,0.752893877656191,3.38067449526118e-35,Up_in_Sepsis,6,6,1,0.843089428978075,0.898654485049834,0.558730158730159,0.943733333333333,5,5,5,5,FALSE,1,0.923868765238895,0.765217391304348,0.0649539177038235,0.137778722770361,0,0.66546419819993,TRUE
MCTP1,0.837775234556957,7.72577990473298e-36,Up_in_Sepsis,6,6,1,0.832410993262703,0.893093687707641,0.549206349206349,0.987142857142857,4,4,4,5,FALSE,1,0.909802653413407,0.752173913043478,0.0903683296369604,0.154584855379127,0,0.664780617964001,TRUE
CDKN2C,0.779347430028553,3.57656933624653e-30,Up_in_Sepsis,6,6,1,0.844411354243365,0.921791197098995,0.607936507936508,0.996434937611408,4,4,4,5,FALSE,1,0.925610064161522,0.832608695652174,0.072874402267613,0.00605679147288913,0,0.664111163083713,TRUE
PCOLCE2,3.01033807459465,7.57239073274128e-46,Up_in_Sepsis,6,5,0.833333333333333,0.879225822685193,0.955710741971207,0.452380952380952,1,5,5,5,5,FALSE,0.5,0.971469234858474,0.619565217391304,0.740857541677884,0.416974377288602,0,0.662201622046781,TRUE
GPR84,2.63565303504576,5.86451805407316e-54,Up_in_Sepsis,6,5,0.833333333333333,0.850561040540247,0.935296566998893,0.482539682539683,1,5,5,4,5,FALSE,0.5,0.933710705252528,0.660869565217391,0.62867271938043,0.629613342553285,0,0.66150588852076,TRUE
ANKS1A,0.932208893949306,1.28081118347683e-31,Up_in_Sepsis,6,6,1,0.819612332168009,0.836029900332226,0.582539682539683,0.9768,5,5,4,5,FALSE,1,0.892943686147694,0.797826086956522,0.118642806009393,0.0439648166142176,0,0.659749921450617,TRUE
MYL6B,0.81147440557549,1.78311252135286e-33,Up_in_Sepsis,6,6,1,0.843999672182709,0.885876377217554,0.538095238095238,0.964349376114082,5,5,5,5,FALSE,1,0.925067778188549,0.73695652173913,0.0824935721363301,0.0926299664612799,0,0.659700844184012,TRUE
FGD4,0.988804792497606,4.71296413717007e-36,Up_in_Sepsis,6,6,1,0.820218190240625,0.90038803986711,0.507002801120448,1,4,4,4,4,FALSE,1,0.893741749424651,0.694373401534527,0.135588240577717,0.160212098203018,0,0.658637980964534,TRUE
FEM1C,0.915331977863819,7.52912700685639e-31,Up_in_Sepsis,6,6,1,0.820576880919152,0.892621483942414,0.582539682539682,0.967023172905526,4,4,4,5,FALSE,1,0.894214232785454,0.797826086956522,0.113589671690876,0.0237978171287518,0,0.657356415345621,TRUE
ELL2,0.822450918171453,4.13895708866593e-36,Up_in_Sepsis,6,6,1,0.845542465104435,0.902731092436975,0.485714285714286,0.994652406417112,5,5,5,5,FALSE,1,0.927100013839819,0.665217391304348,0.085780060746888,0.161690771543006,0,0.656948699113932,TRUE
SLC22A15,1.00705779859017,4.92108912723157e-32,Up_in_Sepsis,6,6,1,0.812809940325672,0.881494246747325,0.558823529411765,0.968571428571428,4,4,4,4,FALSE,1,0.88398327219892,0.765345268542199,0.141053391381053,0.0548556188032318,0,0.656640342528487,TRUE
FBXO30,0.961747470388741,1.72733903956184e-30,Up_in_Sepsis,6,6,1,0.820763741380978,0.842174086378737,0.557142857142857,0.949197860962567,5,5,5,5,FALSE,1,0.8944603737205,0.763043478260869,0.127486980713479,0.0143434201241784,0,0.65335202297472,TRUE
S100A8,1.24880516498391,3.66263532847542e-56,Up_in_Sepsis,6,5,0.833333333333333,0.845019578890988,0.890166112956811,0.484126984126984,1,5,5,5,5,TRUE,0.5,0.926411244796637,0.663043478260869,0.21343521204945,0.687405170101515,1,0.653135693995691,TRUE
DPY19L3,1.05983727723396,4.78040568608271e-31,Up_in_Sepsis,6,6,1,0.828564456499067,0.876785382059801,0.507936507936508,0.998217468805704,5,5,4,5,FALSE,1,0.904735823617328,0.695652173913043,0.156856147850152,0.0289697297947462,0,0.652193968329153,TRUE
CLEC4D,1.94146316224271,7.67722506911822e-47,Up_in_Sepsis,6,5,0.833333333333333,0.823305807077353,0.890146179401993,0.479365079365079,1,4,4,4,5,TRUE,0.5,0.897808896042124,0.656521739130435,0.420824635520812,0.443033953831082,1,0.650248020393432,TRUE
SLC16A3,0.821122517537949,4.32618530773986e-30,Up_in_Sepsis,6,6,1,0.785412102393224,0.771179401993355,0.61984126984127,0.990133333333333,3,3,3,5,FALSE,1,0.847893618020486,0.848913043478261,0.0853823229850897,0.00389033146733052,0,0.644901423522382,TRUE
SIRPD,0.812641981327975,6.85043834981156e-33,Up_in_Sepsis,6,6,1,0.811240482869211,0.863911738056745,0.528571428571429,0.961066666666667,4,4,3,5,FALSE,1,0.881915912833151,0.723913043478261,0.0828431571597115,0.0773056059840513,0,0.643318764544046,TRUE
WSB1,1.02935587767529,3.20599354030405e-31,Up_in_Sepsis,6,6,1,0.804895734624599,0.887679734219269,0.513538748832866,1,4,4,4,4,FALSE,1,0.873558327444048,0.703324808184143,0.147729681533311,0.0335182819211299,0,0.643077499882946,TRUE
DACH1,1.66884442136801,6.86505316522594e-60,Up_in_Sepsis,6,5,0.833333333333333,0.865778364190403,0.938074418604651,0.484126984126984,1,5,5,5,5,FALSE,0.5,0.953755642718378,0.66304347826087,0.339199585754198,0.785116574909294,0,0.639974809908703,TRUE
SAR1B,0.732259951157212,1.30521678421561e-30,Up_in_Sepsis,6,6,1,0.805230859437973,0.871794454215795,0.541269841269841,0.954545454545455,4,4,4,5,FALSE,1,0.873999768796139,0.741304347826087,0.0587758931411838,0.017533789209959,0,0.633965345704928,TRUE
ALPL,1.7372918240842,5.09177939500665e-36,Up_in_Sepsis,6,5,0.833333333333333,0.817135015321609,0.897923439989103,0.498412698412698,0.9656,4,4,4,5,TRUE,0.5,0.889680453899316,0.682608695652174,0.359693491034438,0.159331880336982,1,0.614182652206485,TRUE
IL10,1.24644723851073,1.44137758934672e-39,Up_in_Sepsis,6,5,0.833333333333333,0.841593786737152,0.925169222022847,0.480952380952381,0.988533333333333,5,5,4,5,TRUE,0.5,0.92189863856749,0.658695652173913,0.212729222926686,0.252349080190464,1,0.607518230854383,TRUE
OSCAR,1.03110974368486,1.52271561752631e-36,Up_in_Sepsis,6,5,0.833333333333333,0.840829851771576,0.889482170542636,0.503174603174603,0.996434937611408,5,5,3,5,TRUE,0.5,0.920892349356259,0.689130434782609,0.148254808308733,0.173075701488161,1,0.594183061419395,TRUE
RGL4,1.89683700946587,8.34280461759511e-43,Up_in_Sepsis,6,5,0.833333333333333,0.839343159692818,0.909868881506091,0.456349206349206,1,5,5,4,5,FALSE,0.5,0.918934012237671,0.625,0.407463074501145,0.337222868448689,0,0.589271951691342,TRUE
KCNE1,1.5286260412343,4.79678413365712e-47,Up_in_Sepsis,6,5,0.833333333333333,0.85604819506379,0.928870431893688,0.449206349206349,0.992869875222817,5,5,5,5,FALSE,0.5,0.94093862994011,0.615217391304348,0.297216660369518,0.448388703725417,0,0.588985567105654,TRUE
TSPO,0.992699839500121,1.76666797272523e-36,Up_in_Sepsis,6,5,0.833333333333333,0.83670434459901,0.869729789590255,0.492063492063492,0.998217468805704,5,5,5,5,TRUE,0.5,0.915458047294335,0.673913043478261,0.136754460494967,0.171383814473985,1,0.588375921231683,TRUE
ZNF438,1.32457741474384,3.4809361931096e-46,Up_in_Sepsis,6,5,0.833333333333333,0.84762948421088,0.910615725359911,0.496825396825397,0.995714285714286,5,5,4,5,FALSE,0.5,0.929849128496277,0.680434782608696,0.236122257106361,0.425823286459369,0,0.584020623152079,TRUE
HGF,1.19944061578655,6.10716044447448e-35,Up_in_Sepsis,6,5,0.833333333333333,0.836682758008066,0.922388482834995,0.433333333333333,0.997142857142857,5,4,4,5,TRUE,0.5,0.915429612473895,0.593478260869565,0.198654923020117,0.131045480159849,1,0.581553409341606,TRUE
SAMSN1,1.65825826585072,1.22022923156673e-36,Up_in_Sepsis,6,5,0.833333333333333,0.796147493829573,0.870001771871539,0.373015873015873,1,4,4,4,5,TRUE,0.5,0.862034754462099,0.510869565217391,0.336029974346841,0.175597099130366,1,0.578205067186301,TRUE
SLC22A4,1.27211848475207,2.5126620191895e-36,Up_in_Sepsis,6,5,0.833333333333333,0.800196080800185,0.876221040974529,0.442857142857143,0.997142857142857,4,4,3,5,TRUE,0.5,0.867367733803058,0.606521739130435,0.220415476429644,0.167373295043368,1,0.575988231979266,TRUE
ATP6V1C1,1.13217252226518,2.55697064769439e-50,Up_in_Sepsis,6,5,0.833333333333333,0.835840462339505,0.890996677740864,0.465079365079365,0.994652406417112,5,5,4,5,FALSE,0.5,0.914320103049491,0.636956521739131,0.178514115884959,0.534199947380724,0,0.575036621296533,TRUE
GGH,1.40729663542511,8.37303262190093e-44,Up_in_Sepsis,6,5,0.833333333333333,0.848115447090276,0.90797497665733,0.442857142857143,0.995714285714286,5,5,5,5,FALSE,0.5,0.930489260476918,0.606521739130435,0.260889301672338,0.363397810259539,0,0.570598215289445,TRUE
FAR2,1.17304445764926,3.93884198399416e-42,Up_in_Sepsis,6,5,0.833333333333333,0.849418946549726,0.911648179271709,0.5,0.975044563279857,5,5,5,5,FALSE,0.5,0.932206288106227,0.684782608695652,0.190751622921633,0.319551722909659,0,0.567947193465427,TRUE
LIN7A,1.22879366192071,8.51118919813483e-48,Up_in_Sepsis,6,5,0.833333333333333,0.832486883952548,0.88961284606866,0.447619047619048,0.981428571428571,5,5,5,5,FALSE,0.5,0.909902620015101,0.61304347826087,0.20744354791001,0.468075959171192,0,0.567851435847281,TRUE
PPARG,1.30442672160777,2.15708655220123e-30,Up_in_Sepsis,6,5,0.833333333333333,0.795441679777384,0.900083056478405,0.43968253968254,0.998933333333333,4,4,4,4,TRUE,0.5,0.861105024710409,0.602173913043478,0.230088917928042,0.0118138271831242,1,0.559352314777163,TRUE
WIPI1,1.14934663777312,4.7947199598735e-46,Up_in_Sepsis,6,5,0.833333333333333,0.844107104002043,0.951117086834734,0.420634920634921,0.992869875222816,5,5,4,5,FALSE,0.5,0.925209292172866,0.576086956521739,0.183656234979689,0.422177484503527,0,0.558742014827427,TRUE
GADD45A,1.93239935362856,7.76823806209085e-47,Up_in_Sepsis,6,5,0.833333333333333,0.807248813323779,0.899431932773109,0.29047619047619,1,5,5,4,6,FALSE,0.5,0.876657907663386,0.397826086956522,0.41811083152175,0.442899773083592,0,0.554677887379116,TRUE
MAFG,0.890226360315252,5.15991148011193e-44,Up_in_Sepsis,6,5,0.833333333333333,0.843094747356307,0.89771561461794,0.484126984126984,1,5,5,4,5,FALSE,0.5,0.923875770843924,0.663043478260869,0.10607277364033,0.368909501221767,0,0.554421119160534,TRUE
GALNT14,1.78954357713724,5.15214348556505e-35,Up_in_Sepsis,6,5,0.833333333333333,0.829701340287113,0.907358803986711,0.415873015873016,0.979500891265597,5,5,4,5,FALSE,0.5,0.906233377652535,0.569565217391304,0.375338240656796,0.132981576787515,0,0.551903689681727,TRUE
PLBD1,1.01855646606652,1.84393225713122e-37,Up_in_Sepsis,6,5,0.833333333333333,0.843344867474827,0.905729789590255,0.525396825396825,0.998571428571429,5,4,4,5,FALSE,0.5,0.924205240220401,0.719565217391304,0.144496218906393,0.197112575873565,0,0.551582045098131,TRUE
SMPDL3A,1.55544723035731,2.78248568271023e-34,Up_in_Sepsis,6,5,0.833333333333333,0.822956302652609,0.866410830999067,0.474603174603175,0.987522281639929,5,5,5,5,FALSE,0.5,0.897348513224548,0.65,0.305247219420378,0.113779711254255,0,0.548869608005847,TRUE
GYG1,1.43362508401102,2.88850138786563e-36,Up_in_Sepsis,6,5,0.833333333333333,0.814080196006051,0.815386619764185,0.486507936507937,1,5,5,3,5,FALSE,0.5,0.88565650963963,0.666304347826087,0.268772328786348,0.165786210335861,0,0.54753707541734,TRUE
ADM,1.46763074436393,4.48475406520604e-36,Up_in_Sepsis,6,5,0.833333333333333,0.776207116175105,0.885971301839975,0.303968253968254,0.9984,4,4,4,5,TRUE,0.5,0.835768399594556,0.416304347826087,0.278953997551111,0.160777199846722,1,0.546096991669619,TRUE
DHRS9,1.72451910292847,1.57276669017872e-39,Up_in_Sepsis,6,5,0.833333333333333,0.800837171664531,0.837899003322259,0.380952380952381,1,5,5,4,5,FALSE,0.5,0.868212207284808,0.521739130434783,0.35586919782317,0.25135584219254,0,0.542240495643389,TRUE
CLEC1B,1.63527954118262,8.96509769629034e-33,Up_in_Sepsis,6,5,0.833333333333333,0.793243728799953,0.904774229691877,0.251587301587302,0.981283422459893,5,4,4,6,TRUE,0.5,0.85820978564548,0.344565217391304,0.32914989142008,0.0742426020013832,1,0.54094446221549,TRUE
BST1,0.968204041998531,5.53821610425836e-31,Up_in_Sepsis,6,5,0.833333333333333,0.791235115798727,0.812254706533776,0.415873015873016,1,5,4,3,5,TRUE,0.5,0.855563951008043,0.569565217391304,0.129420149274378,0.0272943848913602,1,0.539246428791401,TRUE
SNX3,0.868286394649072,1.75201694433819e-32,Up_in_Sepsis,6,5,0.833333333333333,0.811300453824941,0.86156167893514,0.379365079365079,1,5,5,4,5,TRUE,0.5,0.881994909250985,0.519565217391304,0.0995037065848741,0.0666141496089063,1,0.539120226332613,TRUE
JAK2,0.910082780533342,1.87142771959601e-30,Up_in_Sepsis,6,5,0.833333333333333,0.791422467789089,0.841720930232558,0.426984126984127,0.981283422459893,4,4,3,5,TRUE,0.5,0.8558107394064,0.584782608695652,0.112018004270066,0.0134312179333145,1,0.537606435560109,TRUE
GCLM,1.11796053013972,1.30868818499292e-40,Up_in_Sepsis,6,5,0.833333333333333,0.836353042640594,0.889582072829132,0.4,0.997326203208556,5,5,5,5,FALSE,0.5,0.914995296685229,0.547826086956522,0.174258889113676,0.279664745515756,0,0.535777809967674,TRUE
TIMP1,1.07885729278953,3.44843883957816e-35,Up_in_Sepsis,6,5,0.833333333333333,0.838200238065628,0.919900332225914,0.468253968253968,0.957219251336898,5,5,5,5,FALSE,0.5,0.917428504891433,0.641304347826087,0.162550949723655,0.137552761559238,0,0.534562122255815,TRUE
UBE2F,0.885131952694476,2.41136916050442e-38,Up_in_Sepsis,6,5,0.833333333333333,0.824184067632221,0.863526806071266,0.496031746031746,1,5,4,4,5,FALSE,0.5,0.89896578001895,0.679347826086957,0.104547451961258,0.220274026362183,0,0.534301428349136,TRUE
KIF5B,0.535954894955098,1.1769173935169e-32,Up_in_Sepsis,6,5,0.833333333333333,0.798739939292607,0.846611295681063,0.446031746031746,0.962666666666666,5,4,4,5,TRUE,0.5,0.865449639259506,0.610869565217391,0,0.071144093781085,1,0.533379735938569,TRUE
LILRB3,0.729258330489257,5.04170883441705e-31,Up_in_Sepsis,6,5,0.833333333333333,0.779701709558618,0.889850498338871,0.455555555555556,0.982933333333333,4,4,4,4,TRUE,0.5,0.840371633872245,0.623913043478261,0.057877174896003,0.0283637964444334,1,0.532216402562256,TRUE
SRPK1,1.07645336179655,2.60891517881718e-32,Up_in_Sepsis,6,5,0.833333333333333,0.822427527045584,0.92154345882116,0.505135387488329,0.994285714285714,4,4,4,4,FALSE,0.5,0.896651986409455,0.691815856777493,0.161831186341622,0.0620808147305924,0,0.528250733863763,TRUE
RAB13,1.18376207033938,3.79496338355826e-41,Up_in_Sepsis,6,5,0.833333333333333,0.83701404218723,0.915021822682561,0.336507936507937,0.991428571428571,5,5,5,5,FALSE,0.5,0.915865994771297,0.460869565217391,0.193960594052537,0.293759281052681,0,0.527360250427147,TRUE
ZBTB8OS,0.657093876972196,3.44565369268408e-34,Up_in_Sepsis,6,5,0.833333333333333,0.827265434621112,0.877458471760797,0.544444444444445,0.943850267379679,5,5,4,5,FALSE,0.5,0.903024694058084,0.745652173913044,0.0362703437192061,0.111345841094138,0,0.524330369971677,TRUE
PNPLA1,1.16101615215507,1.6374427015105e-37,Up_in_Sepsis,6,5,0.833333333333333,0.831807885381073,0.926668881506091,0.377777777777778,0.975044563279857,5,5,5,5,FALSE,0.5,0.909008212810686,0.517391304347826,0.187150215947845,0.198464773180816,0,0.523230169205638,TRUE
SLC2A14,1.24245715701238,1.22353222771339e-39,Up_in_Sepsis,6,5,0.833333333333333,0.794262475579849,0.865182724252492,0.399206349206349,0.992,4,3,3,5,FALSE,0.5,0.859551724344164,0.546739130434783,0.211534548636024,0.254214680937465,0,0.522028037257617,TRUE
CARD6,1.07974462178156,1.26037247048093e-48,Up_in_Sepsis,6,5,0.833333333333333,0.808537441116921,0.896761157796452,0.292063492063492,0.997142857142857,5,5,4,6,FALSE,0.5,0.878355345670497,0.4,0.162816625784301,0.489822003364658,0,0.52191129790526,TRUE
BAZ1A,0.965030325075199,1.66971927818157e-32,Up_in_Sepsis,6,5,0.833333333333333,0.813509237512247,0.893704318936877,0.503174603174603,0.968805704099822,4,4,4,5,FALSE,0.5,0.884904417644545,0.689130434782609,0.128469903517314,0.067161931252153,0,0.519827569163567,TRUE
CNIH4,1.03302303544211,4.16184209772002e-37,Up_in_Sepsis,6,5,0.833333333333333,0.816157200564041,0.915327131782946,0.402380952380952,1,4,4,4,5,FALSE,0.5,0.888392432686174,0.551086956521739,0.14882766890666,0.187844112198317,0,0.515289334839944,TRUE
LRRN1,1.14598038563746,1.29640537391709e-31,Up_in_Sepsis,6,5,0.833333333333333,0.808708925487038,0.867932225913621,0.457142857142857,0.994652406417112,4,4,4,5,FALSE,0.5,0.878581232531707,0.626086956521739,0.182648342062208,0.0438270322489084,0,0.514267367771995,TRUE
FLOT1,0.911100110764973,3.82265394668491e-33,Up_in_Sepsis,6,5,0.833333333333333,0.818869754544994,0.866046068660022,0.461111111111111,1,5,4,3,5,FALSE,0.5,0.891965529780708,0.631521739130435,0.112322604131834,0.0839475484747338,0,0.512561065271026,TRUE
BCL2A1,1.46266176595866,8.17127548702372e-39,Up_in_Sepsis,6,5,0.833333333333333,0.780772094076061,0.886279069767442,0.33968253968254,0.998217468805704,4,4,4,4,FALSE,0.5,0.841781592102078,0.465217391304348,0.277466230758857,0.232594917083215,0,0.512196512648426,TRUE
ZDHHC20,0.973714463373576,1.27383727363881e-34,Up_in_Sepsis,6,5,0.833333333333333,0.80268802835205,0.860137763012182,0.444444444444444,0.974153297682709,5,4,3,5,FALSE,0.5,0.870650238269263,0.608695652173913,0.131070030047541,0.122675338416051,0,0.509427457655602,TRUE
CMTM4,0.817176139405242,5.42041970252621e-33,Up_in_Sepsis,6,5,0.833333333333333,0.835851294128175,0.897502104097453,0.426984126984127,0.988413547237077,5,5,5,5,FALSE,0.5,0.914334371164669,0.584782608695652,0.084200733962829,0.0799714038400851,0,0.507644953132181,TRUE
YIPF1,0.703283265890365,1.14491877900785e-31,Up_in_Sepsis,6,5,0.833333333333333,0.809638829964685,0.908632558139535,0.50952380952381,0.974153297682709,4,4,4,4,FALSE,0.5,0.879806144187146,0.697826086956522,0.0500999548348552,0.0452418151387986,0,0.50565493103873,TRUE
MAN1A1,0.803420407851197,5.48807131267254e-31,Up_in_Sepsis,6,5,0.833333333333333,0.802072175734282,0.838425770308123,0.502380952380952,0.951871657754011,5,4,3,5,FALSE,0.5,0.869839009731635,0.68804347826087,0.0800821166253982,0.0273979425528687,0,0.503910336407718,TRUE
ATP11B,1.07322847417172,6.10873599655897e-35,Up_in_Sepsis,6,5,0.833333333333333,0.807756452545782,0.845554817275747,0.377777777777778,0.995714285714286,5,5,5,5,FALSE,0.5,0.87732659268936,0.517391304347826,0.160865619513663,0.131042543253192,0,0.503040770711351,TRUE
SLC36A1,1.07314999994697,4.21977788468603e-31,Up_in_Sepsis,6,5,0.833333333333333,0.809864732663091,0.870676177447723,0.412698412698413,0.9944,5,4,3,5,FALSE,0.5,0.880103713297656,0.565217391304348,0.160842123467573,0.0303899923440202,0,0.500979040439487,TRUE
PDGFC,1.05706116504342,1.92422022404546e-32,Up_in_Sepsis,6,5,0.833333333333333,0.809197325084603,0.875599852344038,0.399206349206349,0.975044563279858,5,5,4,5,FALSE,0.5,0.879224574266208,0.546739130434783,0.156024949323655,0.065546721681859,0,0.500736656411814,TRUE
TXN,1.07724769978705,4.81660482471729e-32,Up_in_Sepsis,6,5,0.833333333333333,0.802581818050218,0.847404651162791,0.407936507936508,1,5,4,4,5,FALSE,0.5,0.870510333322283,0.558695652173913,0.162069019873528,0.055099958659287,0,0.49977779666973,TRUE
GSR,0.656231529684725,4.95512857693166e-33,Up_in_Sepsis,6,5,0.833333333333333,0.823779320532535,0.888150609080842,0.441269841269841,0.981428571428571,5,5,4,5,FALSE,0.5,0.898432629085895,0.604347826086957,0.0360121474556987,0.0809932554163377,0,0.498683110298801,TRUE
UBL5,0.66814942946255,1.1045251425396e-31,Up_in_Sepsis,6,5,0.833333333333333,0.796122243212531,0.829430221701084,0.496825396825397,1,4,4,3,5,FALSE,0.5,0.862001493223052,0.680434782608696,0.0395804977435668,0.0456507622910432,0,0.496167816248859,TRUE
AIG1,0.689150946457883,5.27316096920378e-32,Up_in_Sepsis,6,5,0.833333333333333,0.813045839806442,0.878519140989729,0.447619047619048,0.945714285714286,5,5,4,5,FALSE,0.5,0.884294009517056,0.613043478260869,0.045868582944233,0.0540688783420139,0,0.494531899870084,TRUE
CDK5RAP2,1.11105361475339,3.14186600969415e-33,Up_in_Sepsis,6,5,0.833333333333333,0.808623428605645,0.89087707641196,0.317460317460317,0.995714285714286,5,5,4,6,FALSE,0.5,0.878468612226032,0.434782608695652,0.172190882672395,0.0861805674150707,0,0.488204664114524,TRUE
STK3,0.846934836203512,3.60592315631554e-33,Up_in_Sepsis,6,5,0.833333333333333,0.800108870083152,0.901461794019933,0.382539682539682,0.988800000000001,4,4,4,5,FALSE,0.5,0.867252855956634,0.523913043478261,0.0931108151236278,0.0846120882300716,0,0.486190644400281,TRUE
TPST2,0.805624259723993,2.80562907537168e-34,Up_in_Sepsis,6,5,0.833333333333333,0.81146198326171,0.899683660130719,0.341269841269841,0.96,5,5,5,5,FALSE,0.5,0.88220768302996,0.467391304347826,0.0807419741180197,0.113685403607158,0,0.483250837039581,TRUE
PLIN3,0.83754813239829,3.39111374330919e-30,Up_in_Sepsis,6,5,0.833333333333333,0.790372062491898,0.864252491694352,0.392063492063492,0.983065953654189,4,4,4,5,FALSE,0.5,0.854427098696638,0.53695652173913,0.0903003327525796,0.00666302067715659,0,0.476082959850463,TRUE
FCER1A,-1.88104619718142,1.58637649535149e-34,Down_in_Sepsis,6,6,1,0.182909095778316,0.138061285120109,0.00142857142857143,0.5,0,0,0,5,TRUE,1,0.0542497836489212,0.00195652173913043,0.402735131607571,0.120177143704117,1,0.388996397467093,FALSE
GNLY,-1.71505694799386,3.61418237152948e-37,Down_in_Sepsis,6,6,1,0.181939914420079,0.146336134453781,0.00445632798573975,0.444444444444444,0,0,0,5,TRUE,1,0.0529731347344625,0.00610323180655661,0.353036124554037,0.189450518976505,1,0.388707895772078,FALSE
PVRIG,-1.32265178421908,7.95190703902167e-41,Down_in_Sepsis,6,6,1,0.184826234726919,0.114234360410831,0.0151515151515152,0.417460317460318,0,0,0,4,TRUE,1,0.0567751245841319,0.0207509881422925,0.235545702145718,0.285336993307324,1,0.384010740249174,FALSE
KLRB1,-1.45640945344104,7.87080246418945e-36,Down_in_Sepsis,6,6,1,0.190266526643544,0.112259570494865,0.0250666666666667,0.504983388704319,0,0,0,4,TRUE,1,0.063941319755621,0.0343304347826087,0.275594219616961,0.15437311613511,1,0.381108405700133,FALSE
UBASH3A,-1.15167481230477,2.04913095938229e-42,Down_in_Sepsis,6,6,1,0.192536868127566,0.138528138528139,0.0032,0.43968253968254,0,0,0,4,TRUE,1,0.0669319148247394,0.00438260869565217,0.184353316043895,0.326991827373194,1,0.381089145895673,FALSE
