copy_group,source,target,copied,reason,size_mb
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/42_finalize_Table1_for_BMC_Genomics.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/42_finalize_Table1_for_BMC_Genomics.R,TRUE,copied,0.016542434692382812
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/43_cleanup_Table1_manuscript_language.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/43_cleanup_Table1_manuscript_language.R,TRUE,copied,0.016292572021484375
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/44_make_Table1_main_text_compact.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/44_make_Table1_main_text_compact.R,TRUE,copied,0.015208244323730469
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/45_make_Table1_insertion_package.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/45_make_Table1_insertion_package.R,TRUE,copied,0.015135765075683594
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/46_define_final_10_gene_signature.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/46_define_final_10_gene_signature.R,TRUE,copied,0.034096717834472656
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/46b_locate_definitive_signature_sources.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/46b_locate_definitive_signature_sources.R,TRUE,copied,0.01945209503173828
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/46c_define_signature_from_forced_sources.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/46c_define_signature_from_forced_sources.R,TRUE,copied,0.03087139129638672
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/46d_finalize_signature_text_package.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/46d_finalize_signature_text_package.R,TRUE,copied,0.020076751708984375
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/47_nested_LODO_methods_audit_package.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/47_nested_LODO_methods_audit_package.R,TRUE,copied,0.027822494506835938
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/47b_force_extract_cv_weights_methods.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/47b_force_extract_cv_weights_methods.R,TRUE,copied,0.027963638305664062
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/47c_force_trace_foldid_lambda_methods.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/47c_force_trace_foldid_lambda_methods.R,TRUE,copied,0.02057361602783203
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/47d_finalize_nested_LODO_methods_text.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/47d_finalize_nested_LODO_methods_text.R,TRUE,copied,0.01667499542236328
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/48_DEG_candidate_selection_methods_audit.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/48_DEG_candidate_selection_methods_audit.R,TRUE,copied,0.02957916259765625
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/48b_finalize_DEG_candidate_selection_methods.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/48b_finalize_DEG_candidate_selection_methods.R,TRUE,copied,0.027042388916015625
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/48c_force_finalize_DEG_candidate_thresholds.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/48c_force_finalize_DEG_candidate_thresholds.R,TRUE,copied,0.027067184448242188
all_scripts,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/03_scripts/49_prepare_repository_release_v1.R,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/code/all_project_scripts/49_prepare_repository_release_v1.R,TRUE,copied,0.026953697204589844
result_directories,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/04_results/table1_compact_for_BMC_Genomics/T44_Table1_BMC_Genomics_additional_file_S1.csv,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/frozen_results/audit_outputs/table1_compact_for_BMC_Genomics/T44_Table1_BMC_Genomics_additional_file_S1.csv,TRUE,copied,0.007049560546875
result_directories,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/04_results/table1_compact_for_BMC_Genomics/T44_Table1_BMC_Genomics_compact_workbook.xlsx,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/frozen_results/audit_outputs/table1_compact_for_BMC_Genomics/T44_Table1_BMC_Genomics_compact_workbook.xlsx,TRUE,copied,0.01364898681640625
result_directories,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/04_results/table1_compact_for_BMC_Genomics/T44_Table1_BMC_Genomics_main_text_compact.csv,/Users/felix/Documents/Sepsis_CrossCohort_scRNA/repository_release_v1/frozen_results/audit_outputs/table1_compact_for_BMC_Genomics/T44_Table1_BMC_Genomics_main_text_compact.csv,TRUE,copied,0.0021009445190429688
